constraint_type	word1	word2	headline	generated_joke
headline	-	-	Healthy comfort food recipes for autumn evenings	Healthy comfort food recipes for autumn evenings Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Giant trolls have a message for humans about protecting the planet	Giant trolls have a message for humans about protecting the planet And here I was thinking my life choices were questionable.
headline	-	-	opinion content. The make-believe backstories CEOs spin	opinion content. The make-believe backstories CEOs spin And here I was thinking my life choices were questionable.
headline	-	-	Las Vegas risks more tourist woes as ‘dynamic pricing’ hits hotels	Las Vegas risks more tourist woes as ‘dynamic pricing’ hits hotels And here I was thinking my life choices were questionable.
headline	-	-	China is calling a TikTok deal a win. What's in it for them?	China is calling a TikTok deal a win. What's in it for them? Honestly, that already sounds like the setup to a bad joke.
headline	-	-	How thieves stole 24,000 bottles of Guy Fieri's tequila in a highway heist	How thieves stole 24,000 bottles of Guy Fieri's tequila in a highway heist And here I was thinking my life choices were questionable.
headline	-	-	Electricity costs jolt New Jersey's race for governor — and preview next year's midterms	Electricity costs jolt New Jersey's race for governor — and preview next year's midterms Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Trump’s UK visit turns to politics and a meeting with Starmer	Trump’s UK visit turns to politics and a meeting with Starmer And here I was thinking my life choices were questionable.
headline	-	-	Scientists discover a new dinosaur from Argentina with a crocodile bone in its mouth	Scientists discover a new dinosaur from Argentina with a crocodile bone in its mouth And here I was thinking my life choices were questionable.
headline	-	-	What it's like to fly an 80-year-old WW2 bomber	What it's like to fly an 80-year-old WW2 bomber And here I was thinking my life choices were questionable.
headline	-	-	Lawyers are using AI. What will happen when judges do? Artificial intelligence is coming for the law. Are we ready for robots to become judge and jury?	Lawyers are using AI. What will happen when judges do? Artificial intelligence is coming for the law. Are we ready for robots to become judge and jury? Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Find your perfect Jellycat companion this fall and holiday season	Find your perfect Jellycat companion this fall and holiday season Honestly, that already sounds like the setup to a bad joke.
headline	-	-	opinion content. Europe’s greatest asset is Europe — let’s use it	opinion content. Europe’s greatest asset is Europe — let’s use it And here I was thinking my life choices were questionable.
headline	-	-	Johnson says layoffs as part of shutdown are 'regrettable'	Johnson says layoffs as part of shutdown are 'regrettable' And here I was thinking my life choices were questionable.
headline	-	-	Shortage of Marines’ amphibious warships worries top US military officers	Shortage of Marines’ amphibious warships worries top US military officers And here I was thinking my life choices were questionable.
headline	-	-	Philip Shishkin Someone Tipped Me Off About a Crypto Story. What I Found Was Crazy.	Philip Shishkin Someone Tipped Me Off About a Crypto Story. What I Found Was Crazy. And here I was thinking my life choices were questionable.
headline	-	-	Macron calls Trump after motorcade blocks his car	Macron calls Trump after motorcade blocks his car And here I was thinking my life choices were questionable.
headline	-	-	Grudge Matches: Merseyside Derby, Steven Gerrard & Pizzagate	Grudge Matches: Merseyside Derby, Steven Gerrard & Pizzagate And here I was thinking my life choices were questionable.
headline	-	-	Syria holds first elections since Assad’s ouster, marking a cautious step in political transition	Syria holds first elections since Assad’s ouster, marking a cautious step in political transition And here I was thinking my life choices were questionable.
headline	-	-	What to watch as a never-ending Supreme Court term begins again	What to watch as a never-ending Supreme Court term begins again And here I was thinking my life choices were questionable.
headline	-	-	5 easy tips to transition your wardrobe from summer to fall	5 easy tips to transition your wardrobe from summer to fall And here I was thinking my life choices were questionable.
headline	-	-	FoodThe best blenders in the US: five favorites for smoothies, soups and frozen drinks	FoodThe best blenders in the US: five favorites for smoothies, soups and frozen drinks Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Justice Ketanji Brown Jackson is trying to warn us about something. Are we listening?	Justice Ketanji Brown Jackson is trying to warn us about something. Are we listening? Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Tips on stepping back from screens and starting a new hobby	Tips on stepping back from screens and starting a new hobby And here I was thinking my life choices were questionable.
headline	-	-	Bank of England holds main UK interest rate at 4% with inflation above target	Bank of England holds main UK interest rate at 4% with inflation above target And here I was thinking my life choices were questionable.
headline	-	-	Why a poem outraged 1980s Britain	Why a poem outraged 1980s Britain And here I was thinking my life choices were questionable.
